#LungCancer_500	AD-043T2-A7-1	AD-111T2-A8-1	AD-114T1-A9-1 *	AD-115T1-A12-1 *	AD-118t1-A13-1	AD-119t3-A195-8	AD-120t1-A226-8 *	AD-122t3-A197-8	AD-123T1-A25-1 *	AD-127T1-A14-1	AD-130T1-A1-1	AD-131T1-A15-A200-1*	AD-136t2-A201-8	AD-157T1-A246-10 *	AD-158t1-A247-10 *	AD-159t1-A229-8	AD-162t2-A230-8	AD-163t1-A203-8 *	AD-164t1a-A206-8 *	AD-167t1 (d dup)-A210-8 *	AD-169t2-A211-8 *	AD-170t1-A251-10 **	AD-172t2-A213-8 *	AD-173T1a-A23-1	AD-177T1-A21-1	AD-178T2-A22-1 *	AD-179t1(d dup)-A214-8 *	AD-183t1-A215-8 *	AD-185t2-A232-8	AD-186T1-A27-1	AD-187T1-A11-1 *	AD-188t1-A216-8	AD-201t1-A138-4	AD-202t2-A139-4	AD-203t1-A140-4 *	AD-207t1-A142-4	AD-208t1-A143-4	AD-210t1-A144-4	AD-212t1-A145-4	AD-213t1-A146-4	AD-218t1-A147-4	AD-221t1-A148-4	AD-224t1-A149-4	AD-225t1-A150-4	AD-226t2-A151-4	AD-228t2-A152-4 *	AD-230t1-A153-4	AD-232t1-A154-4	AD-234t1(dup)-A155-4	AD-236t1-A156-4	AD-238t2x-A157-4	AD-239t1-A158-4	AD-240t1-A159-4	AD-241t1x-A160-4	AD-243t1x-A161-4 *	AD-247t1-A164-4	AD-249t1x (d)-A165-4	AD-250t1-A166-4	AD-252t1-A167-4	AD-253t1-A168-4	AD-255t1a-A169-4 **	AD-258t1a-A170-4 ***	AD-259t1-A171-4	AD-260t1a-A172-4 *	AD-261t1b-A173-4	AD-262t1a-A259-10 *	AD-266t1-A90-3	AD-267t1-A91-3	AD-268t1(dup b4)-A93-3 **	AD-269t1-A94-3	AD-275t1-A95-3	AD-276t1(dup b4)-A96-3 *	AD-277t1-A97-3	AD-283t1-A99-3	AD-285t2c-A263-10	AD-287t1-A101-3	AD-294t1(dup b4)-A104-3 *	AD-295t1-A105-3	AD-296t21-A106-03 *	AD-299t1-A235-8 *	AD-301t1-A237-8 *	AD-302t3-A238-8 *	AD-304t1-A240-8	AD-305t1-A415-7	AD-308t1-A241-8	AD-309t1-A242-8	AD-311t1-A266-10 *	AD-313t1-A268-10	AD-314t1-A269-10	AD-315t1-A270-10	AD-317t1-A271-10	AD-318t3-A107-3	AD-320t1-A272-10	AD-323t1-A273-10	AD-327t1-A276-10 *	AD-330t2-A279-10	AD-331t1-A219-8	AD-332t1-A220-8	AD-334t1 (d dup)-A221-8 *	AD-335t1-A222-8 *	AD-336t1-A223-8	AD-337t1-A224-8	AD-338t1a-A121-3 *	AD-340t1a-A122-3 *	AD-341t1a-A123-3 *	AD-346t1a-A124-3 *	AD-347t1a-A125-3 *	AD-350t1a-A126-3 *	AD-351t1-A127-3	AD-352t1-A128-3	AD-353t1-A129-3	AD-355t2-A174-4	AD-356t1-A175-4	AD-360t1-A176-A406	AD-361t1-A177-4	AD-362t1-A282-10	AD-363t1-A283-10	AD-366t1-A109-3	AD-367t1-A110-3	AD-368t2-A285-10	AD-370t1x-A112-3	AD-374t1-A114-3	AD-375t1-A115-3 *	AD-379t1-A116-3 *	AD-382t1-A117-3 *	AD-383t1-A118-3 *	AD-384t1-A120-3 *	AD-AD10T1-A389-7	AD-AD15T1-A390-7	AD-AD16T2-A391-7	AD-AD18T1-A392-7	AD-AD19T1-A393-7	AD-AD1T1-A383-7	AD-AD2T1-A384-7	AD-AD31-A289-10	AD-AD3T1-A385-7	AD-AD4T1-A386-7	AD-AD5T1-A387-7	AD-AD7T1-A388-7	NL-1179-A408-7	NL-1675-A409-7	NL-1698-A410-7	NL-1884-A411-7	NL-2378-A412-7	NL-2562-A413-7	NL-268n1-A92-3	NL-279n1-A98-3	NL-3104-A331-6	NL-3681-A332-6	NL-4083-A333-6	NL-4353-A334-6	NL-504-A407?-7	NL-6084-A335-6	NL-6853-A336-6	NL-6943-A337-6	NL-7530-A338-6	SMCL-301-A306-5	SMCL-5937-A307-5	SMCL-SMCL3t1-A290-10	SMCL-SMCL4t1-A354-6	SMCL-SMCL8t1-A356-6	SMCL-SMCL9t1-A357-6	SQ-1174-A317-5	SQ-1670-A318-5	SQ-2557-A320-5	SQ-2572-A321-5	SQ-2921-A322-5	SQ-3197-A323-5	SQ-3529-A324-5	SQ-3624-A325-5	SQ-4172-A326-5	SQ-4389-A327-5	SQ-5897-A328-5	SQ-6147-A329-5	SQ-7324-A416-7	SQ-SQ10t1-A362-6	SQ-SQ13t1-A364-6	SQ-SQ14t1-A365-6	SQ-SQ20t1-A366-6	SQ-SQ4t1-A358-6	SQ-SQ5t1-A359-6	SQ-SQ6t1-A360-6	SQ-SQ8t1-A361-6	COID-1429-A303-5	COID-2260-A304-5	COID-3580-A302-5	COID-4385-A301-5	COID-4518-A305-5	COID-9794-A300-5	COID-COID10t1-A347-6	COID-COID11t1-A348-6	COID-COID12t1-A349-6	COID-COID13t1-A350-6	COID-COID14t1-A351-6	COID-COID16t1-A352-6	COID-COID18t1-A353-6	COID-COID3t1-A340-6	COID-COID4t1-A341-6	COID-COID5t1-A342-6	COID-COID6t1-A343-6	COID-COID7t1-A344-6	COID-COID8t1-A345-6	COID-COID9t1-A346-6
#AD#NL#SMCL#SQ#COID	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
38849_at	6.20438	5.53232	5.82018	5.74524	5.10727	4.60822	6.18537	5.75435	5.40259	6.25663	5.92291	6.38396	6.43129	6.00562	5.79286	6.88801	6.14221	6.91970	6.31886	5.34092	5.64270	5.52053	6.07510	6.42240	6.23477	5.81724	6.34359	6.16400	5.92695	6.11395	6.15482	5.76792	5.98025	6.60110	6.41903	5.55213	6.27463	6.65907	5.87110	6.17792	5.69265	5.74228	6.21315	5.65992	6.93511	5.60629	6.53776	6.28466	5.57259	5.21257	6.19417	5.71781	6.03804	4.38543	6.59163	5.94907	6.47703	6.66633	6.31560	5.93640	6.08767	6.16942	6.29241	5.05940	5.96763	5.74752	5.93899	5.55551	5.93074	5.71315	4.66221	6.03474	5.75569	5.99254	5.88069	5.08279	6.68454	5.52920	6.30652	6.44460	6.54836	6.14731	6.39025	5.74093	6.30779	5.83112	5.88423	5.22574	6.41667	6.25588	5.69265	5.80710	5.41549	5.23917	5.44361	5.32553	3.74846	5.57531	6.33566	4.22843	4.52732	6.94040	6.97522	6.46491	6.31415	5.63865	6.43654	6.69850	7.15451	6.36265	6.00248	6.50414	5.78529	6.10360	7.04560	4.82273	3.58856	5.94650	7.03936	4.47314	6.27929	4.26379	5.41616	5.19554	5.92991	7.08598	6.31388	6.50335	5.74012	6.15704	6.70016	6.36405	6.02702	6.79662	5.30998	6.48736	4.71589	6.74335	6.71548	6.52607	5.55459	6.65621	6.35650	5.82451	6.24717	5.33985	6.18903	5.76182	4.90929	5.25361	6.20261	5.63023	6.39575	5.34483	6.00630	5.39094	7.06307	6.31850	6.29646	7.74234	7.62965	6.80168	6.63923	6.06048	5.92529	5.61324	5.38440	5.51538	6.32301	5.86617	6.25285	6.46254	4.77926	5.70377	6.05918	6.21742	5.40769	7.47233	5.38612	7.00282	6.12143	7.03914	7.48156	7.01959	8.30031	7.38672	7.34083	7.36685	7.96769	7.08736	7.04527	8.30501	8.50668	7.56453	7.73335	8.08018	7.66413	7.73850	7.85755	8.07130	7.40948	7.48913	7.30570
39242_at	4.15623	6.07724	4.95884	5.66334	5.66306	4.46403	2.79077	5.11096	3.92932	6.21160	5.41143	5.83920	6.24451	4.51444	5.41430	4.88753	3.43162	5.57894	4.91600	3.48478	4.12474	3.86592	5.43112	6.01056	4.07468	3.93168	4.98117	5.83251	4.79049	6.63227	4.00000	6.11395	4.50016	5.61383	5.90328	2.76129	5.84373	5.89458	5.24031	6.49697	4.06523	4.74416	6.04067	4.37016	6.71987	5.11333	4.33342	6.39318	3.94860	4.47962	3.37712	5.71781	4.63749	5.43796	5.80954	4.33985	3.84699	6.52027	1.76977	5.41109	3.31703	4.82718	4.03386	3.88352	2.77400	5.95617	5.59604	5.44062	5.15812	6.24317	4.66221	4.61383	5.18070	5.73525	5.70515	5.94509	5.89591	3.62410	5.66035	6.41600	4.72683	3.12377	5.41210	5.78921	4.85100	5.13217	5.58586	5.52982	6.26003	5.46728	5.48607	2.46205	5.85873	3.90310	3.62994	3.29278	1.60881	2.35332	7.37512	2.87283	3.90785	4.93640	6.95111	5.97464	5.04832	5.90641	5.68032	5.77452	7.21839	5.09170	6.13873	4.69360	3.67582	5.79805	4.53792	5.21607	3.66069	5.46480	6.34341	2.80941	2.57773	4.61130	2.49442	5.05618	6.29994	4.97522	6.17881	6.17891	4.00090	3.26153	5.19454	5.20369	4.21723	4.53543	5.06048	4.07296	3.34499	5.60080	1.40054	2.53107	3.13019	5.40361	3.81147	3.89542	4.88257	4.98368	5.52826	5.34447	4.10633	4.63110	3.33485	1.64616	4.49506	3.92989	4.32048	5.32517	5.85848	5.59365	8.09598	6.70943	5.42459	5.26941	4.05745	4.44626	4.15381	4.70010	4.63343	3.11995	3.01792	4.43095	4.58556	5.72083	3.94722	4.88069	3.32334	5.69377	3.86892	5.92434	2.85599	4.96625	1.64616	6.26115	2.94486	7.31043	8.56476	6.29389	7.23324	8.44936	8.27715	7.30122	7.33994	8.76122	6.80620	9.10003	7.10622	6.25908	7.43921	8.69474	7.96521	6.93734	8.34274	7.02923	8.05398
39243_s_at	6.08874	4.97361	5.34767	6.23764	5.30524	5.86592	5.71315	5.52074	5.38474	6.34270	6.09212	7.71291	6.11645	5.45253	5.89300	6.03298	5.17632	5.22978	5.82311	4.85823	3.80478	3.60724	5.84687	5.43229	5.86295	5.21704	6.09466	5.00158	5.80993	7.77248	5.65992	5.79077	4.38819	5.76049	5.22901	4.23419	5.30195	5.25588	3.30159	5.36667	4.54597	5.90713	5.24717	5.23304	6.17991	5.44973	5.34056	5.94767	5.24603	4.91121	5.87750	5.18309	5.89482	4.17712	6.11437	5.96555	4.80271	5.98322	6.46972	5.18269	4.74326	4.75087	6.11915	5.07361	5.07253	5.46238	5.86047	5.14160	5.67901	6.09571	5.56803	5.61824	5.78686	5.56986	5.99413	5.68734	5.68874	4.36387	6.50208	6.39523	5.33056	3.95513	6.00023	6.35191	5.24755	5.42055	6.03584	5.02459	5.82960	6.63314	6.05572	4.68370	5.41549	4.85599	5.06026	4.96255	3.43829	5.59783	5.86505	4.09677	6.13935	5.76102	6.61412	6.31669	4.02724	5.70501	5.34092	6.19348	6.46565	6.22149	5.94017	4.30524	4.87971	6.43162	5.39712	5.01480	6.03892	4.29939	6.05159	4.96116	6.03430	6.05745	5.21374	5.04199	7.05756	4.17632	5.16330	3.38543	5.38024	4.99005	5.28170	6.79649	5.74281	6.48591	5.98391	5.62000	4.89579	6.73363	4.72028	5.94556	5.45220	6.48140	6.16792	6.11873	6.59828	5.51791	5.69209	5.67384	5.50335	5.94439	6.44294	4.79181	6.24622	5.91576	6.12557	5.78372	8.13878	8.00708	8.16315	8.42555	9.34866	7.98373	5.15259	2.19535	5.97911	5.94556	4.78136	5.72410	6.10790	4.98778	6.73430	5.60881	8.80436	5.49665	6.38042	7.89942	4.52482	3.91839	4.91926	6.05788	5.14527	5.47735	5.37955	6.49522	8.30437	7.02989	7.31297	7.09887	7.40795	7.17133	6.26679	6.58961	7.38120	6.81992	6.84373	7.17093	6.74658	6.14119	7.27752	6.08534	6.52215	7.23103	6.68818
39266_at	5.15543	4.37851	4.51570	4.81198	4.19140	4.60822	5.71466	4.37365	4.76977	5.75809	3.87480	6.19101	5.01970	4.05441	4.99390	4.92600	1.77821	5.07425	2.12267	0.04963	4.58406	2.61196	5.10245	4.56925	4.78816	4.72165	4.94392	3.13727	3.65076	4.37851	4.00899	5.43296	2.81750	5.82858	6.16269	5.99977	5.30195	5.62527	3.65076	5.19140	4.99367	5.47962	5.72329	4.43829	5.91982	4.68762	5.11686	6.03958	5.43630	3.60881	5.47151	5.29976	5.35262	3.27352	5.46205	1.92979	4.09508	5.83971	4.53169	5.07253	3.02801	4.11811	5.71891	3.49249	5.38232	5.42307	5.88704	4.50271	4.69933	5.64414	4.38409	4.87357	4.80632	4.80012	5.65076	3.12102	4.46107	3.99147	4.16471	3.42223	5.66874	1.26003	2.19535	4.37643	4.52356	6.43613	4.86740	3.70598	5.56560	5.50048	6.32787	4.43696	4.68426	4.89966	4.13750	4.74039	3.18125	4.26828	5.99966	1.69377	2.60170	4.00720	6.31343	5.76155	3.90689	5.48977	5.75556	4.96532	5.85050	5.52826	5.82934	4.37310	4.91313	5.14547	4.13996	2.70708	3.57654	4.21568	5.28021	3.52105	5.47832	3.22188	4.22612	4.35156	5.09571	4.48961	4.91982	4.47444	3.48156	0.34483	5.07468	4.05137	4.82273	2.66676	7.01569	4.84248	4.03474	5.36842	3.12763	4.34768	4.17393	5.87381	4.09761	5.27538	4.03826	1.70929	5.20555	5.02768	3.96347	5.88435	3.24529	5.05094	4.81044	4.38681	5.02857	5.54381	6.82082	7.09181	5.41650	6.65878	6.03056	4.67356	3.37016	3.49821	4.48543	0.32193	2.97636	5.30415	3.27501	4.19507	3.21878	6.06975	4.40070	4.03474	1.45943	6.88399	3.84699	4.17552	1.36737	3.87676	3.90288	4.23205	3.29572	8.24046	8.45882	8.70701	8.67818	8.94951	9.13625	8.63496	8.28443	9.80560	9.80634	8.40263	6.48010	8.60552	9.03815	8.26903	9.13766	8.67278	8.92059	8.31329	9.18893
39581_at	2.69822	4.13832	5.03936	4.11520	3.72356	4.60822	3.31107	3.77400	3.63285	3.82375	2.49313	3.94860	4.56255	4.75782	4.60377	3.59932	3.89889	4.43929	3.07211	4.03789	3.34199	4.09267	4.38267	4.82629	5.53916	3.13832	4.49249	3.10682	3.75615	4.53730	3.81301	4.02503	3.01320	5.26679	5.11458	3.76258	3.52356	4.95977	4.54720	3.89045	3.89239	4.94720	4.20867	4.62410	5.96648	4.81404	5.65019	4.09339	6.51649	4.13328	3.85898	3.36519	3.64039	5.09753	5.56285	3.54473	2.93546	1.80323	0.69599	3.62410	3.78940	4.57199	3.58015	1.00000	3.20850	4.48961	5.88704	5.14160	3.31518	5.45549	4.37226	2.62877	4.97865	4.60822	5.08066	3.49650	4.85798	7.86146	4.53667	2.42223	2.57531	3.99280	4.80423	3.16511	2.26003	4.80839	5.13196	3.33914	4.89869	5.28688	4.18269	2.70487	4.32553	4.76553	3.40441	4.08151	2.53585	1.52607	1.75702	2.53377	4.47054	5.03122	6.16370	5.71012	6.71877	6.07275	4.86641	5.00697	5.87061	5.09170	5.13340	2.31640	3.94479	4.79597	3.56243	4.44951	3.68452	3.11103	5.14649	3.93339	4.34412	7.20506	2.79494	3.72629	5.04264	4.14037	5.03672	3.28688	3.78299	2.55686	3.42761	4.45154	4.55152	2.75221	2.92037	2.80985	5.22188	4.99684	3.26596	4.20763	3.32337	5.92029	4.03122	3.14731	4.43496	5.13668	5.83895	5.13011	3.13586	4.30524	4.67832	2.70929	4.23802	4.14078	4.71754	4.64904	3.68706	4.21166	3.98185	5.13422	5.91791	3.54473	4.05745	7.55743	8.28836	9.62664	5.71370	8.30875	8.37112	9.12234	6.99673	8.27794	3.71901	8.38509	7.53146	3.86295	7.63996	7.12184	8.41083	6.92719	6.60644	3.29448	8.78477	3.57410	6.29425	2.74201	3.41007	6.06307	5.55244	1.43296	1.55090	4.15819	3.14405	5.16108	4.22497	4.53388	3.77716	3.90304	6.13422	3.27947	4.49633	4.67694	4.35086
39594_f_at	8.16892	7.84455	8.41956	8.34381	9.08953	7.52842	9.17298	8.58477	9.04594	9.76756	7.74463	8.68874	9.17884	9.50010	7.77202	8.24108	8.82254	8.11640	9.57162	8.24779	9.33058	7.76611	8.81402	8.92775	8.62783	8.22725	9.19698	8.07068	7.69265	9.87347	8.41083	7.96266	7.52990	8.69957	8.42013	8.99831	8.33695	9.06811	9.50764	8.07751	9.96145	8.53423	8.27347	8.22632	7.93145	8.37091	9.07791	8.34643	8.99975	8.94924	8.21616	8.01826	8.47930	8.55743	8.87997	8.51995	8.02425	8.21660	8.58470	8.50414	7.88476	8.97237	8.09497	8.89374	9.75146	9.31146	8.54593	8.48551	8.39605	7.90587	10.60965	7.83532	8.95571	9.07735	8.06760	9.17198	9.74939	8.28771	8.75305	8.44677	9.95603	7.75318	10.56960	9.68809	8.74917	8.73654	8.61697	10.47081	8.28142	9.67212	8.28951	8.45401	8.12272	9.34747	8.47129	8.59040	8.18582	8.38029	8.78684	8.69923	8.34629	8.91346	8.43584	8.74860	10.04426	9.34851	9.13604	8.33523	8.42614	9.75646	7.76115	9.80024	8.14736	10.32171	9.22016	8.62022	10.71777	8.22038	8.08762	9.63829	9.00481	8.28693	8.35204	8.50170	8.60690	10.23837	8.29536	10.39875	8.03584	8.37003	8.37565	7.47590	9.11280	8.30807	8.69801	8.64241	8.73383	7.96919	8.55152	9.57071	10.70273	10.09554	10.07413	10.42213	9.53310	9.67041	10.34729	10.17376	10.82678	9.53366	9.64602	10.58332	9.39290	9.18542	11.69253	8.53002	8.53982	8.42593	8.03661	8.36326	8.64176	8.52015	8.67285	9.15821	9.07940	8.12892	8.90914	9.15203	8.62640	8.00955	9.65777	8.38033	9.49315	7.91319	9.23915	9.23867	8.43513	8.54284	9.75360	7.63757	9.29861	9.72960	8.84027	12.18674	9.84304	12.79408	9.84803	8.68717	10.26824	8.35120	11.60292	10.39700	8.90265	8.61989	10.87595	12.35722	12.12284	11.11223	10.37593	10.67546	8.79354	9.41310	11.58477
39597_at	3.78450	4.04876	3.95187	5.30615	4.82782	2.50080	2.48543	4.14649	4.69961	6.62644	0.15056	4.17672	0.34483	5.14507	4.33092	3.59932	4.65468	7.99693	5.46320	1.30451	5.49937	3.32385	3.56377	5.76261	5.56682	4.14241	4.45615	4.86592	4.41628	4.06781	4.43095	3.67807	6.07361	5.47930	5.54319	6.22940	4.49057	4.70377	4.05091	5.84046	4.85947	5.69794	4.64328	3.87774	4.98322	4.81967	3.24793	5.44128	4.22188	3.30305	4.13750	2.96532	5.03531	4.10098	4.64097	4.25649	3.05658	4.36737	4.12092	3.51602	4.14262	3.76235	5.01346	5.64544	5.26436	3.66107	5.31143	5.37921	6.06365	4.60110	4.16591	2.38405	4.61058	4.30524	5.30852	2.62761	5.39300	4.13295	6.03408	5.13299	2.89433	3.97641	5.49057	3.93734	4.47003	3.16832	5.44162	4.70682	4.06264	5.62732	4.52982	5.55152	3.58135	5.30488	6.63474	5.32553	4.56751	5.06437	5.33360	4.00965	0.67807	5.23074	6.09687	5.65978	3.35685	5.30177	5.36229	5.00562	6.51743	3.60763	5.30852	2.44890	5.10014	4.77373	4.08066	2.70708	5.17313	2.68482	4.83592	6.31161	6.03430	3.61941	4.57768	4.60940	4.31325	5.04352	4.75168	4.42895	3.74818	4.87786	3.32481	4.26529	4.55152	3.95403	5.75061	4.23388	4.43429	5.09128	4.21812	5.96532	6.11936	6.60021	6.03826	6.45055	6.97877	5.59902	6.07489	6.66732	5.75141	6.63343	6.68229	5.39300	5.91313	6.29352	6.61927	4.94064	3.98368	5.05644	5.92244	4.43229	5.02015	0.93357	3.73990	3.05658	4.11606	3.81952	3.76480	4.80426	1.74846	1.03562	5.82451	4.39117	2.82171	4.46572	4.65097	3.15218	4.09609	4.74249	4.09790	4.88990	3.73010	3.44146	3.50109	7.74557	7.21568	6.68454	6.31796	5.97636	7.84662	5.66647	7.03782	6.10350	7.25748	6.38007	4.62877	7.75315	8.12526	7.53356	7.59036	6.98732	6.37921	5.63198	7.79038
39631_at	6.86728	7.53387	7.32107	7.54001	6.41058	7.57334	6.91934	7.45319	5.10329	7.22275	8.70248	7.13740	7.18497	6.62783	8.52309	8.70953	9.06776	8.84394	6.91803	8.16890	8.33125	7.91321	8.88886	8.43696	6.81121	8.55574	8.02763	7.30952	7.18180	7.25493	7.93248	8.16702	7.27016	7.39446	8.32899	6.63125	7.88740	7.43555	7.11770	7.83188	6.76168	6.66278	7.04188	7.53900	7.68082	8.47474	7.43904	7.67800	6.83378	6.80387	7.89087	8.24322	8.08092	7.02558	8.53458	7.13114	7.60058	7.69411	7.97676	6.57198	8.83458	7.18728	6.40242	8.32567	8.16772	7.58455	7.15462	8.23084	8.46200	6.68243	7.47832	8.82964	6.57667	7.29682	6.86814	6.52105	7.47610	8.00725	7.79425	6.01681	7.49390	8.52199	7.00596	7.65935	8.36308	8.89473	7.14675	7.14700	7.20936	8.25560	7.79403	8.48684	6.45828	6.62322	8.14366	7.43754	8.20521	8.09450	7.38349	6.88387	6.45121	7.68629	7.72530	7.83555	7.50946	7.89845	8.70537	8.41665	8.05458	7.05115	8.24027	8.04990	8.70086	6.91510	8.18215	8.46520	10.09876	7.45533	7.17113	6.49442	6.90159	7.05246	7.24835	8.21789	7.38629	7.15558	7.05409	8.44964	6.49729	7.00619	8.23668	8.69773	7.75622	8.02984	7.48969	6.91325	8.24660	7.57546	8.04745	10.48383	9.22795	9.76656	9.16749	9.76127	10.38691	8.06026	9.50259	10.18023	10.35010	9.98130	10.53152	9.68545	10.26933	10.16155	10.47688	9.16005	7.36851	5.95861	6.46891	7.09054	7.72383	7.63996	7.45368	6.74430	7.03342	7.85580	7.55482	7.64515	6.93180	7.47598	7.68790	8.10978	7.32912	7.67391	6.59171	7.65464	7.10549	7.86022	7.86003	6.78241	7.48671	2.99095	7.57107	5.88655	6.61471	5.75676	6.37295	8.20335	7.89627	5.71699	7.33994	8.67412	7.46262	7.22352	5.70819	3.10936	4.36527	4.25626	6.30779	5.29131	8.42530	7.97705	5.21994
39634_at	6.01837	5.98345	6.28374	5.58976	5.54288	6.33181	6.01391	5.90761	4.86270	6.42408	5.58015	5.65163	5.66903	5.48156	5.96266	6.03298	5.62293	5.95884	4.52293	6.34802	5.27873	3.07039	6.05951	6.59828	5.26341	5.87995	5.79246	4.81890	5.42122	6.53481	4.54319	5.57137	5.06996	6.80723	6.47444	6.17033	6.17832	6.01257	4.97682	5.81660	5.69265	6.10685	5.82146	5.91934	6.36580	5.64472	6.69460	6.35790	5.81173	4.37573	6.08895	5.44162	5.75942	5.23802	6.52560	5.43129	5.48671	6.34465	4.47444	5.70984	5.54463	5.05582	6.88716	5.42358	6.52857	6.35808	6.53481	5.17832	4.08293	6.01614	4.00899	4.96555	5.43863	6.06910	6.54936	2.41684	6.34190	4.38377	5.90448	4.60318	5.46565	4.75862	5.68117	6.69391	5.34341	5.88387	6.48712	5.70183	5.75328	6.17532	7.34030	4.56560	4.85499	6.08151	6.70390	5.98391	3.67694	6.17911	5.53854	4.51286	5.11645	5.77926	6.56742	6.19545	5.45681	6.19830	6.41270	6.36370	6.56742	5.52826	6.17532	5.48671	7.23113	6.39849	6.05918	5.11894	7.98857	5.69293	6.80864	3.91265	7.08842	4.40463	5.68986	5.92529	5.70819	5.61073	5.38922	6.53652	5.38024	5.35050	5.90063	6.46565	6.64688	3.46336	6.26078	5.31904	6.00023	5.90905	5.26903	7.88001	7.49161	7.48010	8.10826	8.03067	8.62545	6.21276	7.46410	7.89542	8.05767	7.83870	8.71994	7.26632	7.91397	8.05007	9.02873	6.42694	5.43596	6.89215	6.65177	5.80426	6.67990	6.49458	4.22882	5.10978	6.03100	4.69153	5.41481	5.72410	5.59694	5.02281	5.17991	4.86443	4.61117	4.92267	4.94392	5.71617	5.04876	6.12205	3.92790	6.81070	5.47346	3.41813	3.73877	6.47249	6.19298	6.29389	3.78031	5.99118	6.00585	5.10685	6.40054	7.28983	5.30122	5.67384	5.68958	6.15785	6.18606	5.28651	6.08300	3.95047	5.34908	6.28670	3.18269
39638_at	7.53807	6.14364	6.26294	6.53807	5.22920	6.05550	6.78979	6.88972	5.51223	6.18844	7.02481	7.84062	6.67906	7.09413	6.38448	6.85823	6.71713	7.14792	6.04505	6.54612	6.77010	5.96901	6.88777	7.24394	5.42324	6.70238	6.47200	6.48462	6.28337	7.65492	6.47419	7.01279	6.54720	6.63967	7.11426	6.17033	7.02724	6.64443	6.43463	7.09297	7.21257	7.18061	7.28485	5.82094	6.96993	6.56514	6.98743	6.99639	6.31741	6.30506	6.85162	6.18963	7.40020	6.97292	6.91558	5.88044	6.90605	6.68762	6.86419	6.61206	6.65196	6.61772	6.30870	6.23582	6.34855	6.45401	6.70901	5.89869	6.82426	5.67920	6.29994	6.28198	7.12133	5.82629	7.22526	6.97074	6.77808	5.97016	7.33110	6.54481	7.22675	6.09096	6.70846	6.44526	6.20867	7.59604	6.96128	5.14853	7.31352	6.63314	6.63009	6.76129	6.91001	5.48607	6.48148	6.94451	5.84800	7.26247	7.15927	7.01385	6.39094	6.77413	7.64980	7.00876	6.78953	5.87836	6.99515	6.58886	6.92458	6.93993	6.85487	6.98618	6.95722	7.28471	6.47816	7.37173	5.43630	6.48043	6.86629	6.42105	6.35896	6.05745	6.75007	6.48800	7.04018	6.95327	6.76361	6.24717	6.26866	5.92932	6.92315	6.12288	6.30049	6.64285	6.42828	6.49809	5.89166	7.20036	6.83200	5.77742	5.42559	6.52701	6.34287	6.27034	6.48220	5.92790	5.88484	6.44576	5.81813	6.60881	6.36265	6.25039	6.64184	6.58045	6.33807	6.76235	7.30697	7.38422	6.20183	7.58113	7.74295	7.09085	6.72765	6.32589	6.54086	6.81250	6.13566	5.98982	7.23563	6.66505	6.08958	6.77136	6.51932	6.52748	6.25380	7.82922	6.72642	7.59619	6.53962	6.94439	7.04952	6.86295	6.98516	7.20379	8.46614	7.53683	7.66725	7.86703	8.55846	8.20916	6.99232	8.15015	8.65585	7.44328	7.57849	7.77050	7.57365	7.26379	8.29660	6.88557	7.39463	8.83829	7.56544
